Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
Groupe Vilavi",696 €,11583,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,16/05/1997,27,Célibataire,Salarié,10/2020,Non,,,Non,non,non,non,N/A,03/05/2025,03/2024,FO46025,FORD,MUSTANG,CARB,CAB,34,H,0,56400,16,J,7,13,99,7,5,13,9,TOYOTA,C-HR II,EH,VTC,8,TO58007,47400,15,H,152,M1,7,3,10,5,1,3,12,5,12,99,D,1,1000,70270,70498,2,1,94440,94048,Haute-Saône,70,27,C,P,3,0.85,0,E,1,C,19/09/2024
"	
GMF",858 €,11583,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,16/05/1997,27,Célibataire,Salarié,10/2020,Non,,,Non,non,non,non,N/A,03/05/2025,03/2024,FO46025,FORD,MUSTANG,CARB,CAB,34,H,0,56400,16,J,7,13,99,7,5,13,9,TOYOTA,C-HR II,EH,VTC,8,TO58007,47400,15,H,152,M1,7,3,10,5,1,3,12,5,12,99,D,1,1000,70270,70498,2,1,94440,94048,Haute-Saône,70,27,C,P,3,0.85,0,E,1,C,19/09/2024
"	
SOS Malus",1 021 €,11583,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Une femme,16/05/1997,27,Célibataire,Salarié,10/2020,Non,,,Non,non,non,non,N/A,03/05/2025,03/2024,FO46025,FORD,MUSTANG,CARB,CAB,34,H,0,56400,16,J,7,13,99,7,5,13,9,TOYOTA,C-HR II,EH,VTC,8,TO58007,47400,15,H,152,M1,7,3,10,5,1,3,12,5,12,99,D,1,1000,70270,70498,2,1,94440,94048,Haute-Saône,70,27,C,P,3,0.85,0,E,1,C,19/09/2024
"	
Groupe AXA",410 €,11582,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/03/1978,46,Marié(e),Salarié,12/1997,Non,07/06/1976,02/2010,Oui,2008,2022,2013,12/2014,,03/2010,AU31225,AUDI,A5,CARB,CAB,18,M2,0,61180,15,K,7,12,99,5,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,1,10000,51320,51212,2,1,49260,49215,Marne,51,44,C,P,26,120,6,A,50,E,19/09/2024
"	
Abeille Assurances",542 €,11582,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/03/1978,46,Marié(e),Salarié,12/1997,Non,07/06/1976,02/2010,Oui,2008,2022,2013,12/2014,,03/2010,AU31225,AUDI,A5,CARB,CAB,18,M2,0,61180,15,K,7,12,99,5,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,1,10000,51320,51212,2,1,49260,49215,Marne,51,44,C,P,26,120,6,A,50,E,19/09/2024
"	
MAAF Assurances",714 €,11582,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/03/1978,46,Marié(e),Salarié,12/1997,Non,07/06/1976,02/2010,Oui,2008,2022,2013,12/2014,,03/2010,AU31225,AUDI,A5,CARB,CAB,18,M2,0,61180,15,K,7,12,99,5,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,1,10000,51320,51212,2,1,49260,49215,Marne,51,44,C,P,26,120,6,A,50,E,19/09/2024
"	
Groupe Allianz",766 €,11582,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/03/1978,46,Marié(e),Salarié,12/1997,Non,07/06/1976,02/2010,Oui,2008,2022,2013,12/2014,,03/2010,AU31225,AUDI,A5,CARB,CAB,18,M2,0,61180,15,K,7,12,99,5,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,1,10000,51320,51212,2,1,49260,49215,Marne,51,44,C,P,26,120,6,A,50,E,19/09/2024
"	
GMF",768 €,11582,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/03/1978,46,Marié(e),Salarié,12/1997,Non,07/06/1976,02/2010,Oui,2008,2022,2013,12/2014,,03/2010,AU31225,AUDI,A5,CARB,CAB,18,M2,0,61180,15,K,7,12,99,5,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,1,10000,51320,51212,2,1,49260,49215,Marne,51,44,C,P,26,120,6,A,50,E,19/09/2024
"	
Groupe Admiral",837 €,11582,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,08/03/1978,46,Marié(e),Salarié,12/1997,Non,07/06/1976,02/2010,Oui,2008,2022,2013,12/2014,,03/2010,AU31225,AUDI,A5,CARB,CAB,18,M2,0,61180,15,K,7,12,99,5,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,1,10000,51320,51212,2,1,49260,49215,Marne,51,44,C,P,26,120,6,A,50,E,19/09/2024
"	
Abeille Assurances",333 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
Groupe AXA",333 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
MMA",338 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
MAAF Assurances",363 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
AcommeAssure",480 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
Groupe Admiral",484 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
GMF",507 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
Groupe Allianz",509 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
Active Assurances",619 €,11586,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,16/06/1964,60,Marié(e),Salarié,04/1985,Oui,11/12/1964,01/2023,Non,non,non,non,06/2021,,11/2016,DS03029,DS,DS3,CARB,CAB,9,B,0,27950,15,D,6,9,99,9,6,14,6,,,,,,,,,,,,,,,,,,,,,,L,1,7000,44600,44184,1,2,28700,28169,Loire-Atlantique,44,52,G,P,39,120,3,A,71,E,19/09/2024
"	
Groupe AXA",238 €,11579,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/02/1987,37,Concubin(e) / vie maritale,VRP,08/2010,Oui,01/07/1956,,Non,non,non,non,04/2006,,03/2000,PE26002,PEUGEOT,BOXER,CARB,FTE,10,U2,0,22954,12,C,5,10,99,13,2,3,9,,,,,,,,,,,,,,,,,,,,,,C,2,12500,17320,17351,1,2,12140,12094,Charente-Maritime,17,75,J,P,14,10,6,E,18,E,19/09/2024
"	
MAAF Assurances",312 €,11579,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/02/1987,37,Concubin(e) / vie maritale,VRP,08/2010,Oui,01/07/1956,,Non,non,non,non,04/2006,,03/2000,PE26002,PEUGEOT,BOXER,CARB,FTE,10,U2,0,22954,12,C,5,10,99,13,2,3,9,,,,,,,,,,,,,,,,,,,,,,C,2,12500,17320,17351,1,2,12140,12094,Charente-Maritime,17,75,J,P,14,10,6,E,18,E,19/09/2024
"	
Groupe Admiral",368 €,11579,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/02/1987,37,Concubin(e) / vie maritale,VRP,08/2010,Oui,01/07/1956,,Non,non,non,non,04/2006,,03/2000,PE26002,PEUGEOT,BOXER,CARB,FTE,10,U2,0,22954,12,C,5,10,99,13,2,3,9,,,,,,,,,,,,,,,,,,,,,,C,2,12500,17320,17351,1,2,12140,12094,Charente-Maritime,17,75,J,P,14,10,6,E,18,E,19/09/2024
"	
GMF",439 €,11579,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/02/1987,37,Concubin(e) / vie maritale,VRP,08/2010,Oui,01/07/1956,,Non,non,non,non,04/2006,,03/2000,PE26002,PEUGEOT,BOXER,CARB,FTE,10,U2,0,22954,12,C,5,10,99,13,2,3,9,,,,,,,,,,,,,,,,,,,,,,C,2,12500,17320,17351,1,2,12140,12094,Charente-Maritime,17,75,J,P,14,10,6,E,18,E,19/09/2024
"	
Active Assurances",509 €,11579,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/02/1987,37,Concubin(e) / vie maritale,VRP,08/2010,Oui,01/07/1956,,Non,non,non,non,04/2006,,03/2000,PE26002,PEUGEOT,BOXER,CARB,FTE,10,U2,0,22954,12,C,5,10,99,13,2,3,9,,,,,,,,,,,,,,,,,,,,,,C,2,12500,17320,17351,1,2,12140,12094,Charente-Maritime,17,75,J,P,14,10,6,E,18,E,19/09/2024
"	
AMV",563 €,11579,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,02/02/1987,37,Concubin(e) / vie maritale,VRP,08/2010,Oui,01/07/1956,,Non,non,non,non,04/2006,,03/2000,PE26002,PEUGEOT,BOXER,CARB,FTE,10,U2,0,22954,12,C,5,10,99,13,2,3,9,,,,,,,,,,,,,,,,,,,,,,C,2,12500,17320,17351,1,2,12140,12094,Charente-Maritime,17,75,J,P,14,10,6,E,18,E,19/09/2024
"	
GMF",398 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
MMA",476 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
Groupe Admiral",548 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
Active Assurances",551 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
Groupe Allianz",559 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
MAAF Assurances",583 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
Groupe Vilavi",696 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
Abeille Assurances",702 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
Groupe Vilavi",737 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
AMV",821 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
"	
Groupe AXA",3 184 €,11581,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Une femme,08/07/1969,55,Marié(e),Fonctionnaire autre,08/2014,Non,27/06/2004,10/2023,Non,non,non,non,N/A,12/10/2024,11/2016,IF10011,INFINITI,Q30,CARB,BER,12,M2,0,41030,15,G,6,11,99,8,5,10,5,FORD,TRANSIT COURIER,DIES,FGN,6,FO43014,19308,9,B,75,K1,12,9,2,7,1,3,3,9,6,99,T,3,30000,23000,23170,2,2,21360,21660,Creuse,23,75,J,P,10,0.57,0,E,90,C,19/09/2024
