Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
MAAF Assurances",682 €,11511,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/04/1993,31,Séparé(e),Fonctionnaire autre,03/2019,Non,,,Non,non,non,non,04/2008,,02/2005,BM49129,BMW,330,DIES,BRK,14,M2,0,43550,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,3,25000,60360,60608,1,1,65120,65295,Oise,60,32,V,P,5,0.76,6,E,78,C,19/09/2024
"	
Groupe Admiral",751 €,11511,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/04/1993,31,Séparé(e),Fonctionnaire autre,03/2019,Non,,,Non,non,non,non,04/2008,,02/2005,BM49129,BMW,330,DIES,BRK,14,M2,0,43550,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,3,25000,60360,60608,1,1,65120,65295,Oise,60,32,V,P,5,0.76,6,E,78,C,19/09/2024
"	
GMF",843 €,11511,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/04/1993,31,Séparé(e),Fonctionnaire autre,03/2019,Non,,,Non,non,non,non,04/2008,,02/2005,BM49129,BMW,330,DIES,BRK,14,M2,0,43550,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,3,25000,60360,60608,1,1,65120,65295,Oise,60,32,V,P,5,0.76,6,E,78,C,19/09/2024
"	
Active Assurances",983 €,11511,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/04/1993,31,Séparé(e),Fonctionnaire autre,03/2019,Non,,,Non,non,non,non,04/2008,,02/2005,BM49129,BMW,330,DIES,BRK,14,M2,0,43550,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,3,25000,60360,60608,1,1,65120,65295,Oise,60,32,V,P,5,0.76,6,E,78,C,19/09/2024
"	
Groupe Allianz",1 273 €,11511,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/04/1993,31,Séparé(e),Fonctionnaire autre,03/2019,Non,,,Non,non,non,non,04/2008,,02/2005,BM49129,BMW,330,DIES,BRK,14,M2,0,43550,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,3,25000,60360,60608,1,1,65120,65295,Oise,60,32,V,P,5,0.76,6,E,78,C,19/09/2024
"	
AMV",1 880 €,11511,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/04/1993,31,Séparé(e),Fonctionnaire autre,03/2019,Non,,,Non,non,non,non,04/2008,,02/2005,BM49129,BMW,330,DIES,BRK,14,M2,0,43550,14,H,12,12,99,9,5,13,8,,,,,,,,,,,,,,,,,,,,,,L,3,25000,60360,60608,1,1,65120,65295,Oise,60,32,V,P,5,0.76,6,E,78,C,19/09/2024
"	
MAAF Assurances",207 €,11505,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/03/1990,34,Célibataire,Forain,07/2009,Non,,,Non,non,non,non,12/2017,,08/2005,RE43258,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,T,3,30000,22300,22226,1,2,09230,09098,Côtes-d'Armor,22,53,G,P,15,20,6,E,73,A,19/09/2024
"	
Active Assurances",219 €,11505,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/03/1990,34,Célibataire,Forain,07/2009,Non,,,Non,non,non,non,12/2017,,08/2005,RE43258,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,T,3,30000,22300,22226,1,2,09230,09098,Côtes-d'Armor,22,53,G,P,15,20,6,E,73,A,19/09/2024
"	
Groupe Vilavi",432 €,11505,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/03/1990,34,Célibataire,Forain,07/2009,Non,,,Non,non,non,non,12/2017,,08/2005,RE43258,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,T,3,30000,22300,22226,1,2,09230,09098,Côtes-d'Armor,22,53,G,P,15,20,6,E,73,A,19/09/2024
"	
Groupe Vilavi",472 €,11505,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,06/03/1990,34,Célibataire,Forain,07/2009,Non,,,Non,non,non,non,12/2017,,08/2005,RE43258,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,T,3,30000,22300,22226,1,2,09230,09098,Côtes-d'Armor,22,53,G,P,15,20,6,E,73,A,19/09/2024
"	
MAAF Assurances",490 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
GMF",569 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
Active Assurances",573 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
Groupe AXA",573 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
Groupe Admiral",574 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
MMA",595 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
SOS Malus",643 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
Groupe Allianz",775 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
AMV",809 €,11512,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,27/02/1983,41,Marié(e),Fonctionnaire hospitalier,10/2019,Non,29/12/1947,,Non,non,non,non,02/2008,,12/2005,CI36365,CITROEN,JUMPER,DIES,FGN,7,U2,0,28824,14,D,11,11,99,14,9,7,9,,,,,,,,,,,,,,,,,,,,,,D,3,25000,28300,28358,2,1,38500,38133,Eure-et-Loir,28,24,C,P,4,0.8,6,A,59,C,19/09/2024
"	
Abeille Assurances",311 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
MMA",357 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
Groupe AXA",373 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
Groupe Admiral",380 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
Groupe Vilavi",385 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
Groupe Vilavi",405 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
Active Assurances",447 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
MAAF Assurances",449 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
Groupe Allianz",461 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
AMV",467 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
GMF",476 €,11518,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,07/11/1963,60,Concubin(e) / vie maritale,Profession libérale,04/2016,Non,07/07/1950,07/2012,Non,non,non,non,01/2017,,12/2005,CI41006,CITROEN,XSARA PICASSO,DIES,MSP,5,M1,0,19635,10,B,8,8,99,5,6,8,1,,,,,,,,,,,,,,,,,,,,,,C,2,10000,14100,14648,2,1,10800,10067,Calvados,14,28,J,P,8,0.64,6,E,26,C,19/09/2024
"	
Abeille Assurances",245 €,11513,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/08/1980,44,Concubin(e) / vie maritale,Commerçant,05/2014,Non,11/08/1981,10/2002,Oui,2011,2020,non,11/2011,,11/2005,AU15763,AUDI,A6,DIES,BER,8,H1,0,41380,13,G,12,12,99,15,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,1000,30600,30341,2,2,47350,47088,Gard,30,76,J,P,10,0.57,6,E,26,C,19/09/2024
"	
Groupe AXA",263 €,11513,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/08/1980,44,Concubin(e) / vie maritale,Commerçant,05/2014,Non,11/08/1981,10/2002,Oui,2011,2020,non,11/2011,,11/2005,AU15763,AUDI,A6,DIES,BER,8,H1,0,41380,13,G,12,12,99,15,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,1000,30600,30341,2,2,47350,47088,Gard,30,76,J,P,10,0.57,6,E,26,C,19/09/2024
"	
MAAF Assurances",420 €,11513,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/08/1980,44,Concubin(e) / vie maritale,Commerçant,05/2014,Non,11/08/1981,10/2002,Oui,2011,2020,non,11/2011,,11/2005,AU15763,AUDI,A6,DIES,BER,8,H1,0,41380,13,G,12,12,99,15,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,1000,30600,30341,2,2,47350,47088,Gard,30,76,J,P,10,0.57,6,E,26,C,19/09/2024
"	
Groupe Admiral",447 €,11513,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/08/1980,44,Concubin(e) / vie maritale,Commerçant,05/2014,Non,11/08/1981,10/2002,Oui,2011,2020,non,11/2011,,11/2005,AU15763,AUDI,A6,DIES,BER,8,H1,0,41380,13,G,12,12,99,15,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,1000,30600,30341,2,2,47350,47088,Gard,30,76,J,P,10,0.57,6,E,26,C,19/09/2024
"	
Active Assurances",581 €,11513,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/08/1980,44,Concubin(e) / vie maritale,Commerçant,05/2014,Non,11/08/1981,10/2002,Oui,2011,2020,non,11/2011,,11/2005,AU15763,AUDI,A6,DIES,BER,8,H1,0,41380,13,G,12,12,99,15,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,1000,30600,30341,2,2,47350,47088,Gard,30,76,J,P,10,0.57,6,E,26,C,19/09/2024
"	
GMF",665 €,11513,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/08/1980,44,Concubin(e) / vie maritale,Commerçant,05/2014,Non,11/08/1981,10/2002,Oui,2011,2020,non,11/2011,,11/2005,AU15763,AUDI,A6,DIES,BER,8,H1,0,41380,13,G,12,12,99,15,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,1000,30600,30341,2,2,47350,47088,Gard,30,76,J,P,10,0.57,6,E,26,C,19/09/2024
"	
Groupe Allianz",686 €,11513,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/08/1980,44,Concubin(e) / vie maritale,Commerçant,05/2014,Non,11/08/1981,10/2002,Oui,2011,2020,non,11/2011,,11/2005,AU15763,AUDI,A6,DIES,BER,8,H1,0,41380,13,G,12,12,99,15,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,1000,30600,30341,2,2,47350,47088,Gard,30,76,J,P,10,0.57,6,E,26,C,19/09/2024
"	
AMV",932 €,11513,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,09/08/1980,44,Concubin(e) / vie maritale,Commerçant,05/2014,Non,11/08/1981,10/2002,Oui,2011,2020,non,11/2011,,11/2005,AU15763,AUDI,A6,DIES,BER,8,H1,0,41380,13,G,12,12,99,15,8,13,5,,,,,,,,,,,,,,,,,,,,,,T,1,1000,30600,30341,2,2,47350,47088,Gard,30,76,J,P,10,0.57,6,E,26,C,19/09/2024
"	
Assurpeople.com",494 €,11521,Vous comptez l'acheter,D'une voiture supplémentaire,D'occasion,Non,Vous,Une femme,06/06/1985,39,Célibataire,Chef d'entreprise,10/2021,Non,,,Non,non,non,non,N/A,12/11/2024,12/2005,FI28408,FIAT,DUCATO,DIES,CCB,8,U2,0,30020,13,D,11,11,99,17,7,6,8,,,,,,,,,,,,,,,,,,,,,,D,1,1000,83150,83009,1,1,78910,78505,Var,83,93,V,S,2,0.9,0,A,1,A,19/09/2024
