Compagnie,Prime,ID,TypeBesoin,TypeBesoinDetails,AgeCar,OtherDriver,CarteGrise,Genre,DateNaissance,Age,SituationMatrimoniale,Profession,DateObtentionPermis,ConduiteAccompagné,DateNaissanceConjoint,DatePermisConjoint,Enfants_a_charge,Annee_Enfant_1,Annee_Enfant_2,Annee_Enfant_3,DateAchat,DateAchat_Prevue,DateCirculation,ID_vehicule_occasion,Marque_occasion,Modele_occasion,Alimentation_occasion,Carrosserie_occasion,Puissance_occasion,categorie_commerciale_vehicule_occasion,qualification_vehicule_vert_occasion,valeur_a_neuf_vehicule_ocassion,groupe_tarification_vehicule_occasion,classe_tarification_vehicule_occasion,code_type_frequence_bdg_occasion,code_type_cout_bdg_occasion,code_vente_vehicule_occasion,code_type_frequence_rcm_occasion,code_type_frequence_rcc_occasion,code_type_frequence_dta_occasion,code_type_frequence_vol_occasion,Marque_vehicule_neuf,Modele_vehicule_neuf,Alimentation_vehicule_neuf,Carrosserie_vehicule_neuf,Puissance_vehicule_neuf,ID_vehicule_neuf,valeur_a_neuf_vehiculeNeuve,groupe_tarification_vehicule_Neuve,classe_tarification_vehicule_Neuve,puissance_reel_vehicule_Neuve,categorie_commerciale_vehicule_Neuve,qualification_vehicule_vert_Neuve,code_type_frequence_rcm_Neuve,code_type_frequence_rcc_Neuve,code_type_cout_rcm_Neuve,code_type_frequence_dta_Neuve,code_type_frequence_vol_Neuve,code_type_cout_vol_Neuve,code_type_frequence_bdg_Neuve,code_type_cout_bdg_Neuve,code_vente_vehicule_Neuve,ModeFinancement,Usage,KmParcours,CP_Stationnement,Ville_Stationnement,ResidenceType,TypeLocation,CP_Travail,Ville_Travail,nom_departement,code_departement,code_region,Type_Parking,TypeAssure,NbreAnneeAssure,Bonus,NbreAnneePossessionVeh,CtrActuel,AssureurActuel,NiveauProtection,Date_scraping
"	
AMV",705 €,6,Vous le possédez déjà,N/A,N/A,Non,Vous,Une femme,12/02/1990,34,Veuf(ve),Salarié,11/2016,Non,,,Non,non,non,non,08/2022,,11/2005,BM25208,BMW,525,CARB,BER,15,H1,0,44250,14,H,9,13,99,12,5,13,8,,,,,,,,,,,,,,,,,,,,,,D,1,2000,29260,29100,2,2,47200,47157,Finistère,29,53,J,P,7,0.68,2,A,21,A,16/09/2024
"	
Abeille Assurances",310 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
GMF",388 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
MAAF Assurances",408 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
Active Assurances",414 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
Groupe AXA",440 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
Groupe Admiral",453 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
Groupe Vilavi",501 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
Groupe Vilavi",541 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
Groupe Allianz",584 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
AMV",598 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
MMA",606 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,28/11/1983,40,Concubin(e) / vie maritale,Fonctionnaire autre,04/2011,Non,10/05/1981,,Oui,2009,2000,non,03/2022,,03/2000,RE10116,RENAULT,ESPACE,CARB,MSP,13,H1,0,30032,12,F,7,12,99,10,4,8,3,,,,,,,,,,,,,,,,,,,,,,C,2,25000,54610,54059,1,2,55130,55215,Meurthe-et-Moselle,54,44,C,S,13,0.5,2,E,77,C,16/09/2024
"	
GMF",356 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/02/1980,44,Célibataire,Etudiant,07/2002,Non,,,Oui,2017,2012,2017,09/2006,,08/2005,RE43270,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,C,3,30000,55110,55469,1,2,60190,60441,Meuse,55,44,C,S,22,90,6,E,17,D,16/09/2024
"	
MMA",358 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/02/1980,44,Célibataire,Etudiant,07/2002,Non,,,Oui,2017,2012,2017,09/2006,,08/2005,RE43270,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,C,3,30000,55110,55469,1,2,60190,60441,Meuse,55,44,C,S,22,90,6,E,17,D,16/09/2024
"	
Groupe Admiral",368 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/02/1980,44,Célibataire,Etudiant,07/2002,Non,,,Oui,2017,2012,2017,09/2006,,08/2005,RE43270,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,C,3,30000,55110,55469,1,2,60190,60441,Meuse,55,44,C,S,22,90,6,E,17,D,16/09/2024
"	
MAAF Assurances",401 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/02/1980,44,Célibataire,Etudiant,07/2002,Non,,,Oui,2017,2012,2017,09/2006,,08/2005,RE43270,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,C,3,30000,55110,55469,1,2,60190,60441,Meuse,55,44,C,S,22,90,6,E,17,D,16/09/2024
"	
Active Assurances",406 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/02/1980,44,Célibataire,Etudiant,07/2002,Non,,,Oui,2017,2012,2017,09/2006,,08/2005,RE43270,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,C,3,30000,55110,55469,1,2,60190,60441,Meuse,55,44,C,S,22,90,6,E,17,D,16/09/2024
"	
Groupe Allianz",464 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/02/1980,44,Célibataire,Etudiant,07/2002,Non,,,Oui,2017,2012,2017,09/2006,,08/2005,RE43270,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,C,3,30000,55110,55469,1,2,60190,60441,Meuse,55,44,C,S,22,90,6,E,17,D,16/09/2024
"	
AMV",487 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/02/1980,44,Célibataire,Etudiant,07/2002,Non,,,Oui,2017,2012,2017,09/2006,,08/2005,RE43270,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,C,3,30000,55110,55469,1,2,60190,60441,Meuse,55,44,C,S,22,90,6,E,17,D,16/09/2024
"	
Groupe AXA",561 €,9,Vous le possédez déjà,N/A,N/A,Non,Vous,Un homme,24/02/1980,44,Célibataire,Etudiant,07/2002,Non,,,Oui,2017,2012,2017,09/2006,,08/2005,RE43270,RENAULT,TRAFIC,DIES,FGN,8,U1,0,28285,14,D,9,4,99,14,9,6,9,,,,,,,,,,,,,,,,,,,,,,C,3,30000,55110,55469,1,2,60190,60441,Meuse,55,44,C,S,22,90,6,E,17,D,16/09/2024
"	
Groupe Vilavi",448 €,8,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,02/04/1978,46,Marié(e),Sans profession,03/2013,Non,03/11/1959,,Oui,2020,non,non,N/A,07/12/2024,11/2005,AU19209,AUDI,A3,CARB,BER,9,M1,0,31640,13,E,7,8,99,9,6,12,6,BMW,SERIE 2 II,DIES,MSP,8,BM89014,36400,12,F,150,M1,0,6,5,5,12,5,12,11,12,99,T,2,25000,91150,91109,1,2,69410,69040,Essonne,91,11,C,P,11,0.54,0,E,78,C,16/09/2024
"	
MAAF Assurances",456 €,8,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,02/04/1978,46,Marié(e),Sans profession,03/2013,Non,03/11/1959,,Oui,2020,non,non,N/A,07/12/2024,11/2005,AU19209,AUDI,A3,CARB,BER,9,M1,0,31640,13,E,7,8,99,9,6,12,6,BMW,SERIE 2 II,DIES,MSP,8,BM89014,36400,12,F,150,M1,0,6,5,5,12,5,12,11,12,99,T,2,25000,91150,91109,1,2,69410,69040,Essonne,91,11,C,P,11,0.54,0,E,78,C,16/09/2024
"	
Groupe Vilavi",481 €,8,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,02/04/1978,46,Marié(e),Sans profession,03/2013,Non,03/11/1959,,Oui,2020,non,non,N/A,07/12/2024,11/2005,AU19209,AUDI,A3,CARB,BER,9,M1,0,31640,13,E,7,8,99,9,6,12,6,BMW,SERIE 2 II,DIES,MSP,8,BM89014,36400,12,F,150,M1,0,6,5,5,12,5,12,11,12,99,T,2,25000,91150,91109,1,2,69410,69040,Essonne,91,11,C,P,11,0.54,0,E,78,C,16/09/2024
"	
GMF",593 €,8,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,02/04/1978,46,Marié(e),Sans profession,03/2013,Non,03/11/1959,,Oui,2020,non,non,N/A,07/12/2024,11/2005,AU19209,AUDI,A3,CARB,BER,9,M1,0,31640,13,E,7,8,99,9,6,12,6,BMW,SERIE 2 II,DIES,MSP,8,BM89014,36400,12,F,150,M1,0,6,5,5,12,5,12,11,12,99,T,2,25000,91150,91109,1,2,69410,69040,Essonne,91,11,C,P,11,0.54,0,E,78,C,16/09/2024
"	
Groupe Admiral",603 €,8,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,02/04/1978,46,Marié(e),Sans profession,03/2013,Non,03/11/1959,,Oui,2020,non,non,N/A,07/12/2024,11/2005,AU19209,AUDI,A3,CARB,BER,9,M1,0,31640,13,E,7,8,99,9,6,12,6,BMW,SERIE 2 II,DIES,MSP,8,BM89014,36400,12,F,150,M1,0,6,5,5,12,5,12,11,12,99,T,2,25000,91150,91109,1,2,69410,69040,Essonne,91,11,C,P,11,0.54,0,E,78,C,16/09/2024
"	
Groupe AXA",629 €,8,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,02/04/1978,46,Marié(e),Sans profession,03/2013,Non,03/11/1959,,Oui,2020,non,non,N/A,07/12/2024,11/2005,AU19209,AUDI,A3,CARB,BER,9,M1,0,31640,13,E,7,8,99,9,6,12,6,BMW,SERIE 2 II,DIES,MSP,8,BM89014,36400,12,F,150,M1,0,6,5,5,12,5,12,11,12,99,T,2,25000,91150,91109,1,2,69410,69040,Essonne,91,11,C,P,11,0.54,0,E,78,C,16/09/2024
"	
Active Assurances",722 €,8,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,02/04/1978,46,Marié(e),Sans profession,03/2013,Non,03/11/1959,,Oui,2020,non,non,N/A,07/12/2024,11/2005,AU19209,AUDI,A3,CARB,BER,9,M1,0,31640,13,E,7,8,99,9,6,12,6,BMW,SERIE 2 II,DIES,MSP,8,BM89014,36400,12,F,150,M1,0,6,5,5,12,5,12,11,12,99,T,2,25000,91150,91109,1,2,69410,69040,Essonne,91,11,C,P,11,0.54,0,E,78,C,16/09/2024
"	
Groupe Allianz",902 €,8,Vous comptez l'acheter,D'une voiture supplémentaire,Neuve,Non,Vous,Un homme,02/04/1978,46,Marié(e),Sans profession,03/2013,Non,03/11/1959,,Oui,2020,non,non,N/A,07/12/2024,11/2005,AU19209,AUDI,A3,CARB,BER,9,M1,0,31640,13,E,7,8,99,9,6,12,6,BMW,SERIE 2 II,DIES,MSP,8,BM89014,36400,12,F,150,M1,0,6,5,5,12,5,12,11,12,99,T,2,25000,91150,91109,1,2,69410,69040,Essonne,91,11,C,P,11,0.54,0,E,78,C,16/09/2024
"	
MAAF Assurances",399 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
"	
Groupe AXA",650 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
"	
MMA",722 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
"	
GMF",725 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
"	
Groupe Admiral",778 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
"	
Groupe Vilavi",829 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
"	
Groupe Vilavi",870 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
"	
Groupe Allianz",1 239 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
"	
AMV",1 436 €,10,Vous comptez l'acheter,D'une voiture en remplacement,Neuve,Non,Vous,Un homme,25/06/1980,44,Célibataire,Salarié,06/2015,Non,,,Non,non,non,non,N/A,14/06/2025,11/2005,AU18449,AUDI,A4,CARB,BER,9,M2,0,28210,13,E,7,8,99,12,6,13,5,RENAULT,MASTER III,DIES,FGN,8,RE84AIQ,50760,15,J,150,U2,0,14,9,7,6,10,11,11,9,99,D,3,30000,59234,59409,1,2,62410,62895,Nord,59,32,V,S,9,0.6,0,E,44,C,16/09/2024
